id,company_id,year,operating_activity,investing_activity,financing_activity,net_cash_flow
37,TCS,2013,11615.0,-6038.0,-5729.0,-152.0
38,TCS,2014,14751.0,-9452.0,-5673.0,-374.0
39,TCS,2015,19369.0,-1807.0,-17168.0,394.0
40,TCS,2016,19109.0,-5010.0,-9666.0,4433.0
41,TCS,2017,25223.0,-16895.0,-11026.0,-2698.0
42,TCS,2018,25067.0,3104.0,-26885.0,1286.0
43,TCS,2019,28593.0,1645.0,-27897.0,2341.0
44,TCS,2020,32369.0,8968.0,-39915.0,1422.0
45,TCS,2021,38802.0,-7956.0,-32634.0,-1788.0
46,TCS,2022,39949.0,-738.0,-33581.0,5630.0
47,TCS,2023,41965.0,548.0,-47878.0,-5365.0
48,TCS,2024,44338.0,6091.0,-48536.0,1893.0
61,ABB,2012,101.0,-59.0,-42.0,1.0
62,ABB,2014,155.0,-144.0,-42.0,-31.0
63,ABB,2015,215.0,-187.0,-58.0,-30.0
64,ABB,2016,249.0,-77.0,-80.0,91.0
65,ABB,2017,307.0,-155.0,-90.0,62.0
66,ABB,2018,153.0,-215.0,-102.0,-165.0
67,ABB,2019,499.0,-257.0,-143.0,99.0
68,ABB,2020,626.0,-401.0,-217.0,8.0
69,ABB,2021,727.0,-72.0,-582.0,73.0
70,ABB,2022,948.0,-396.0,-637.0,-86.0
71,ABB,2023,893.0,-148.0,-639.0,107.0
72,ABB,2024,1213.0,-416.0,-745.0,52.0
84,ADANIENSOL,2014,0.0,0.0,0.0,0.0
85,ADANIENSOL,2015,-35.0,-1864.0,1902.0,3.0
86,ADANIENSOL,2016,1544.0,-816.0,-722.0,6.0
87,ADANIENSOL,2017,2189.0,-1730.0,-455.0,4.0
88,ADANIENSOL,2018,2198.0,-3192.0,1589.0,596.0
89,ADANIENSOL,2019,2591.0,-3050.0,38.0,-421.0
90,ADANIENSOL,2020,5437.0,-5643.0,1250.0,1045.0
91,ADANIENSOL,2021,3784.0,-4009.0,-745.0,-969.0
92,ADANIENSOL,2022,4097.0,-3936.0,-235.0,-75.0
93,ADANIENSOL,2023,3777.0,-4699.0,923.0,2.0
94,ADANIENSOL,2024,6038.0,-4943.0,-543.0,551.0
95,ADANIENT,2013,7666.0,-14790.0,7199.0,75.0
96,ADANIENT,2014,8228.0,-8007.0,-1109.0,-888.0
97,ADANIENT,2015,8532.0,-11465.0,3445.0,512.0
98,ADANIENT,2016,5112.0,-1825.0,-3448.0,-161.0
99,ADANIENT,2017,774.0,-1460.0,716.0,30.0
100,ADANIENT,2018,2942.0,-7649.0,5120.0,413.0
101,ADANIENT,2019,3236.0,2487.0,-6158.0,-436.0
102,ADANIENT,2020,2454.0,-1082.0,-221.0,1151.0
103,ADANIENT,2021,4043.0,-8611.0,3109.0,-1459.0
104,ADANIENT,2022,1385.0,-17041.0,15901.0,246.0
105,ADANIENT,2023,17626.0,-15459.0,-1198.0,970.0
106,ADANIENT,2024,10312.0,-18767.0,8879.0,424.0
107,ADANIGREEN,2017,28.0,-1511.0,1559.0,76.0
108,ADANIGREEN,2018,649.0,-4428.0,3942.0,162.0
109,ADANIGREEN,2019,1625.0,-2666.0,1045.0,3.0
110,ADANIGREEN,2020,1965.0,-3743.0,2161.0,383.0
111,ADANIGREEN,2021,1601.0,-9137.0,7083.0,-453.0
112,ADANIGREEN,2022,3127.0,-18730.0,15986.0,383.0
113,ADANIGREEN,2023,7265.0,-3857.0,-2973.0,435.0
114,ADANIGREEN,2024,7713.0,-21060.0,13953.0,606.0
115,ADANIPORTS,2013,1379.0,-5136.0,4138.0,381.0
116,ADANIPORTS,2014,1132.0,-2510.0,772.0,-606.0
117,ADANIPORTS,2015,3057.0,-2485.0,-237.0,335.0
118,ADANIPORTS,2016,2381.0,-4153.0,2170.0,398.0
119,ADANIPORTS,2017,4063.0,-2629.0,-1325.0,109.0
120,ADANIPORTS,2018,5608.0,-3846.0,-1889.0,-127.0
121,ADANIPORTS,2019,6029.0,-4368.0,2313.0,3975.0
122,ADANIPORTS,2020,7402.0,-749.0,-4256.0,2397.0
123,ADANIPORTS,2021,7556.0,-14064.0,3514.0,-2994.0
124,ADANIPORTS,2022,10420.0,-5493.0,-586.0,4341.0
125,ADANIPORTS,2023,11900.0,-16716.0,-2734.0,-7550.0
126,ADANIPORTS,2024,15018.0,-6768.0,-7800.0,450.0
127,ADANIPOWER,2013,3001.0,-4064.0,861.0,-203.0
128,ADANIPOWER,2014,3238.0,-4700.0,1631.0,169.0
129,ADANIPOWER,2015,5824.0,-4737.0,-1144.0,-58.0
130,ADANIPOWER,2016,5257.0,-2692.0,-2713.0,-148.0
131,ADANIPOWER,2017,4725.0,-1212.0,-3539.0,-26.0
132,ADANIPOWER,2018,5101.0,-520.0,-4600.0,-19.0
133,ADANIPOWER,2019,5610.0,-984.0,-4663.0,-37.0
134,ADANIPOWER,2020,5598.0,-2304.0,-2377.0,917.0
135,ADANIPOWER,2021,7014.0,-2188.0,-5655.0,-828.0
136,ADANIPOWER,2022,10233.0,774.0,-10338.0,669.0
137,ADANIPOWER,2023,8431.0,1545.0,-10408.0,-433.0
138,ADANIPOWER,2024,14170.0,3481.0,-16864.0,787.0
139,AMBUJACEM,2012,1860.0,-388.0,-509.0,962.0
140,AMBUJACEM,2013,1267.0,-496.0,-672.0,99.0
141,AMBUJACEM,2014,1675.0,-456.0,-721.0,498.0
142,AMBUJACEM,2015,1557.0,-83.0,-900.0,574.0
143,AMBUJACEM,2016,2810.0,-4165.0,-958.0,-2312.0
144,AMBUJACEM,2017,3416.0,-738.0,-1015.0,1663.0
145,AMBUJACEM,2018,1703.0,-765.0,-719.0,220.0
146,AMBUJACEM,2019,4739.0,-1191.0,-629.0,2919.0
147,AMBUJACEM,2020,4832.0,-1317.0,-3956.0,-441.0
148,AMBUJACEM,2021,5309.0,-2007.0,-516.0,2786.0
149,AMBUJACEM,2023,735.0,-14481.0,2931.0,-10815.0
150,AMBUJACEM,2024,5646.0,-8941.0,5689.0,2394.0
151,APOLLOHOSP,2013,443.0,-733.0,373.0,83.0
152,APOLLOHOSP,2014,373.0,-356.0,-63.0,-46.0
153,APOLLOHOSP,2015,470.0,-759.0,392.0,103.0
154,APOLLOHOSP,2016,597.0,-888.0,330.0,39.0
155,APOLLOHOSP,2017,623.0,-1152.0,477.0,-52.0
156,APOLLOHOSP,2018,537.0,-405.0,-108.0,24.0
157,APOLLOHOSP,2019,905.0,-711.0,-215.0,-20.0
158,APOLLOHOSP,2020,1293.0,-289.0,-910.0,94.0
159,APOLLOHOSP,2021,1265.0,-880.0,-340.0,44.0
160,APOLLOHOSP,2022,1696.0,-747.0,-792.0,158.0
161,APOLLOHOSP,2023,1377.0,-857.0,-633.0,-113.0
162,APOLLOHOSP,2024,1920.0,-1537.0,-311.0,72.0
163,ASIANPAINT,2013,1187.0,-463.0,-601.0,123.0
164,ASIANPAINT,2014,1402.0,-586.0,-626.0,190.0
165,ASIANPAINT,2015,1188.0,-465.0,-576.0,147.0
166,ASIANPAINT,2016,2243.0,-866.0,-849.0,528.0
167,ASIANPAINT,2017,1527.0,-681.0,-756.0,90.0
168,ASIANPAINT,2018,2113.0,-1556.0,-1379.0,-822.0
169,ASIANPAINT,2019,2470.0,-918.0,-1117.0,434.0
170,ASIANPAINT,2020,3038.0,-518.0,-2871.0,-351.0
171,ASIANPAINT,2021,3683.0,-541.0,-650.0,2492.0
172,ASIANPAINT,2022,986.0,-317.0,-1808.0,-1138.0
173,ASIANPAINT,2023,4193.0,-1282.0,-2140.0,771.0
174,ASIANPAINT,2024,6104.0,-2548.0,-2982.0,573.0
189,ATGL,2018,277.0,-988.0,779.0,68.0
190,ATGL,2019,356.0,791.0,-1077.0,70.0
191,ATGL,2020,492.0,-461.0,-102.0,-71.0
192,ATGL,2021,654.0,-770.0,39.0,-78.0
193,ATGL,2022,732.0,-1133.0,422.0,21.0
194,ATGL,2023,853.0,-1167.0,295.0,-19.0
195,ATGL,2024,955.0,-752.0,-78.0,125.0
196,AXISBANK,2013,2573.0,-10939.0,14931.0,6566.0
197,AXISBANK,2014,14464.0,-14166.0,7785.0,8082.0
198,AXISBANK,2015,-15162.0,-7972.0,31045.0,7910.0
199,AXISBANK,2016,-34495.0,9211.0,22495.0,-2789.0
200,AXISBANK,2017,32209.0,-12458.0,-2487.0,17263.0
201,AXISBANK,2018,-38390.0,-10007.0,41342.0,-7055.0
202,AXISBANK,2019,37125.0,-18674.0,5643.0,24094.0
203,AXISBANK,2020,30416.0,-9485.0,8865.0,29795.0
204,AXISBANK,2021,12633.0,-54288.0,7279.0,-34375.0
205,AXISBANK,2022,28137.0,-27112.0,47894.0,48919.0
206,AXISBANK,2023,22075.0,-32351.0,6641.0,-3636.0
207,AXISBANK,2024,-5555.0,-9001.0,22341.0,7785.0
208,BAJAJ-AUTO,2013,2218.0,-1394.0,-1445.0,-621.0
209,BAJAJ-AUTO,2014,3502.0,-2072.0,-1496.0,-66.0
210,BAJAJ-AUTO,2015,2114.0,-380.0,-1644.0,90.0
211,BAJAJ-AUTO,2016,3690.0,-68.0,-3384.0,238.0
212,BAJAJ-AUTO,2017,3267.0,-3610.0,-190.0,-532.0
213,BAJAJ-AUTO,2018,4328.0,-1954.0,-1885.0,488.0
214,BAJAJ-AUTO,2019,2487.0,-273.0,-2074.0,140.0
215,BAJAJ-AUTO,2020,3850.0,1766.0,-6247.0,-630.0
216,BAJAJ-AUTO,2021,3120.0,-2869.0,-20.0,231.0
217,BAJAJ-AUTO,2022,4197.0,276.0,-4056.0,417.0
218,BAJAJ-AUTO,2023,5277.0,1211.0,-7181.0,-692.0
219,BAJAJ-AUTO,2024,6558.0,-72.0,-6167.0,319.0
232,BAJAJFINSV,2013,-6922.0,2953.0,4592.0,623.0
233,BAJAJFINSV,2014,-9807.0,3764.0,6521.0,478.0
234,BAJAJFINSV,2015,-10731.0,3709.0,6839.0,-183.0
235,BAJAJFINSV,2016,-9795.0,-886.0,11602.0,921.0
236,BAJAJFINSV,2017,-10922.0,151.0,12513.0,1742.0
237,BAJAJFINSV,2018,-19580.0,-922.0,19590.0,-911.0
238,BAJAJFINSV,2019,-27076.0,-6903.0,34535.0,555.0
239,BAJAJFINSV,2020,-23369.0,-9948.0,34479.0,1162.0
240,BAJAJFINSV,2021,4547.0,-3684.0,1687.0,2551.0
241,BAJAJFINSV,2022,-33670.0,1445.0,32326.0,101.0
242,BAJAJFINSV,2023,-39480.0,-13945.0,51016.0,-2409.0
243,BAJAJFINSV,2024,-68674.0,-10960.0,82709.0,3075.0
244,BAJAJHLDNG,2013,473.0,-369.0,-332.0,-228.0
245,BAJAJHLDNG,2014,872.0,-519.0,-326.0,27.0
246,BAJAJHLDNG,2015,796.0,-464.0,-391.0,-59.0
247,BAJAJHLDNG,2016,1147.0,1019.0,-761.0,1406.0
248,BAJAJHLDNG,2017,-923.0,-372.0,-110.0,-1406.0
249,BAJAJHLDNG,2018,1631.0,-1123.0,-434.0,74.0
250,BAJAJHLDNG,2019,628.0,-163.0,-536.0,-72.0
251,BAJAJHLDNG,2020,1920.0,-800.0,-1028.0,92.0
252,BAJAJHLDNG,2021,272.0,-308.0,-37.0,-73.0
253,BAJAJHLDNG,2022,1610.0,-151.0,-1460.0,-1.0
254,BAJAJHLDNG,2023,1728.0,-137.0,-1587.0,4.0
255,BAJAJHLDNG,2024,1941.0,-472.0,-1455.0,14.0
256,BAJFINANCE,2015,-7064.0,-360.0,6867.0,-557.0
257,BAJFINANCE,2016,-9870.0,-687.0,11656.0,1100.0
258,BAJFINANCE,2017,-10439.0,-3047.0,12513.0,-972.0
259,BAJFINANCE,2018,-20566.0,1075.0,19503.0,13.0
260,BAJFINANCE,2019,-29062.0,-5379.0,34449.0,9.0
261,BAJFINANCE,2020,-24412.0,-8758.0,34167.0,998.0
262,BAJFINANCE,2021,-807.0,-429.0,1741.0,505.0
263,BAJFINANCE,2022,-37090.0,6347.0,32275.0,1532.0
264,BAJFINANCE,2023,-42112.0,-10394.0,50675.0,-1831.0
265,BAJFINANCE,2024,-72760.0,-7171.0,82415.0,2484.0
266,BANKBARODA,2013,23196.0,-514.0,-790.0,21892.0
267,BANKBARODA,2014,42233.0,-730.0,5151.0,46654.0
268,BANKBARODA,2015,17838.0,-556.0,-6.0,17276.0
269,BANKBARODA,2016,-10011.0,-4005.0,-616.0,-14632.0
270,BANKBARODA,2017,17865.0,-551.0,-198.0,17116.0
271,BANKBARODA,2018,-59692.0,-414.0,3413.0,-56692.0
272,BANKBARODA,2019,-1449.0,-2537.0,4449.0,462.0
273,BANKBARODA,2020,18531.0,-139.0,14729.0,33120.0
274,BANKBARODA,2021,-887.0,-471.0,-986.0,-2344.0
275,BANKBARODA,2022,6210.0,-3645.0,-998.0,1567.0
276,BANKBARODA,2023,-21354.0,-1096.0,-5405.0,-27855.0
277,BANKBARODA,2024,-6274.0,-1285.0,5476.0,-2084.0
278,BEL,2013,-1539.0,1753.0,-158.0,56.0
279,BEL,2014,-569.0,759.0,-213.0,-23.0
280,BEL,2015,1434.0,-839.0,-209.0,386.0
281,BEL,2016,2260.0,-1470.0,-318.0,472.0
282,BEL,2017,-61.0,3115.0,-2857.0,197.0
283,BEL,2018,-687.0,-6.0,-1202.0,-1895.0
284,BEL,2019,1514.0,-896.0,-663.0,-45.0
285,BEL,2020,2570.0,-649.0,-1061.0,861.0
286,BEL,2021,5093.0,-2595.0,-1076.0,1422.0
287,BEL,2022,4207.0,-4872.0,-1078.0,-1742.0
288,BEL,2023,1199.0,2708.0,-1262.0,2645.0
289,BEL,2024,4659.0,-5924.0,-1475.0,-2739.0
290,BHARTIARTL,2013,22608.0,-18676.0,-4566.0,-634.0
291,BHARTIARTL,2014,26233.0,-25181.0,2774.0,3826.0
292,BHARTIARTL,2015,28059.0,-22301.0,-9672.0,-3914.0
293,BHARTIARTL,2016,27942.0,-14091.0,-11946.0,1905.0
294,BHARTIARTL,2017,28280.0,-30680.0,-351.0,-2752.0
295,BHARTIARTL,2018,29854.0,-27940.0,1920.0,3835.0
296,BHARTIARTL,2019,20070.0,-28286.0,9464.0,1248.0
297,BHARTIARTL,2020,18129.0,-29598.0,19144.0,7675.0
298,BHARTIARTL,2021,48205.0,-27286.0,-24910.0,-3991.0
299,BHARTIARTL,2022,55017.0,-41478.0,-15203.0,-1664.0
300,BHARTIARTL,2023,65325.0,-39232.0,-24470.0,1623.0
