company_id,company_name,cluster,sector,archetype,archetype_description,net_profit_margin_pct,operating_profit_margin_pct,return_on_equity_pct,return_on_capital_employed_pct,debt_to_equity,interest_coverage,cfo_pat_ratio,fcf_conversion_pct,capex_intensity_pct,pe_ratio,pb_ratio,ev_ebitda,dividend_yield_pct
EICHERMOT,Eicher Motors Ltd,1,Consumer Discretionary,Low-Leverage / Cash-Generative Compounders,"lower leverage, healthier cash conversion, capex-light profile based on cluster medians.",24.195694242864054,26.179245283018872,22.172346910501524,23.445623916811094,0.023219728456636186,114.70588235294117,0.9307673081729567,20.559020559020556,17.138364779874212,15.62,13.61,19.29,4.41
GAIL,GAIL (India) Ltd,1,Energy,Low-Leverage / Cash-Generative Compounders,"lower leverage, healthier cash conversion, capex-light profile based on cluster medians.",7.433122166511544,10.743987750322754,12.861540060002339,14.489174115050965,0.28304998896060884,23.624478442280946,1.270928001615672,30.459689814167945,6.174377758429158,25.84,9.54,33.07,0.31
HCLTECH,HCL Technologies Ltd,1,Information Technology,Low-Leverage / Cash-Generative Compounders,"lower leverage, healthier cash conversion, capex-light profile based on cluster medians.",14.293122742532729,22.015594151738192,23.01393141233172,32.690722902959976,0.08435023365512796,46.46112115732369,1.428898790579249,65.45995536821225,6.012027694631208,63.63,5.44,31.21,1.99
HAVELLS,Havells India Ltd,1,Industrials,Low-Leverage / Cash-Generative Compounders,"lower leverage, healthier cash conversion, capex-light profile based on cluster medians.",6.837009144701453,10.118343195266272,17.067275412917954,24.270967741935483,0.040687525177924,25.357142857142858,1.5365853658536586,17.809675704412548,8.703604088219473,45.41,14.08,30.73,2.6
HAL,Hindustan Aeronautics Ltd,1,Industrials,Low-Leverage / Cash-Generative Compounders,"lower leverage, healthier cash conversion, capex-light profile based on cluster medians.",24.999177117277245,32.08913465652875,3816.5829145728644,3027.639751552795,0.6180904522613065,270.8837209302326,1.0830809743252139,18.607036619140423,21.105296073203647,71.89,3.65,8.76,2.77
ITC,"ITC Ltd
",1,Consumer Staples,Low-Leverage / Cash-Generative Compounders,"lower leverage, healthier cash conversion, capex-light profile based on cluster medians.",29.282025230717128,37.0177518132814,27.851074395694365,35.06616762464911,0.004066731984914169,362.9625,0.8278637174112091,71.44436396904662,2.205571077808822,47.85,3.24,17.19,4.26
IOC,"Indian Oil Corporation
",1,Energy,Low-Leverage / Cash-Generative Compounders,"lower leverage, healthier cash conversion, capex-light profile based on cluster medians.",5.559462717942377,9.743776019125345,23.53162465856491,23.93519910139379,0.7230954600718581,10.282324578099226,1.6472973286068442,52.39536789783994,4.052800791393595,28.61,4.24,33.71,1.25
IRCTC,Indian Railway Catering & Tourism Corporation Ltd,1,Consumer Discretionary,Low-Leverage / Cash-Generative Compounders,"lower leverage, healthier cash conversion, capex-light profile based on cluster medians.",26.01873536299766,34.33255269320843,34.39628482972136,44.559270516717326,0.018575851393188854,82.73684210526316,0.7938793879387939,45.49795361527968,5.035128805620609,60.44,5.74,32.47,1.08
INFY,Infosys Ltd,1,Information Technology,Low-Leverage / Cash-Generative Compounders,"lower leverage, healthier cash conversion, capex-light profile based on cluster medians.",17.08075746730006,23.703390381987376,29.788006718416632,37.75589530966572,0.09486358890553362,87.52340425531915,0.9604541298384639,55.22855181880576,3.314244810307802,35.99,8.97,36.7,4.1
JSWSTEEL,JSW Steel Ltd,1,Materials,Low-Leverage / Cash-Generative Compounders,"lower leverage, healthier cash conversion, capex-light profile based on cluster medians.",5.127252779904689,16.089162657280323,11.5528718021347,16.99757927716371,1.1328071688833383,3.659099321406539,1.3460381143430291,-8.48456866853713,8.266573717472543,69.27,4.37,35.49,2.94
JINDALSTEL,Jindal Steel & Power Ltd,1,Materials,Low-Leverage / Cash-Generative Compounders,"lower leverage, healthier cash conversion, capex-light profile based on cluster medians.",11.802438733764944,20.260555268697622,13.410506363390198,16.782917681121273,0.3716941962270963,8.004636785162287,1.010937237085647,-22.897471084101156,16.570679588513325,77.64,5.73,20.22,1.9
LTIM,LTIMindtree Ltd,1,Information Technology,Low-Leverage / Cash-Generative Compounders,"lower leverage, healthier cash conversion, capex-light profile based on cluster medians.",12.90931103415266,17.982937748120616,22.904386052552702,28.914844492733938,0.10345688880007993,31.93243243243243,1.2366412213740459,27.430718647252235,11.031337106174508,64.52,2.38,18.9,4.43
LT,Larsen & Toubro Ltd,1,Industrials,Low-Leverage / Cash-Generative Compounders,"lower leverage, healthier cash conversion, capex-light profile based on cluster medians.",7.031246466738726,13.506668535997433,77.66510140873214,135.2030422382181,0.10345688880007993,3.5441547518923464,1.1748890461182222,68.45806127574083,0.9854689683555468,30.8,2.48,16.63,1.26
LICI,Life Insurance Corporation of India,1,Financials,Low-Leverage / Cash-Generative Compounders,"lower leverage, healthier cash conversion, capex-light profile based on cluster medians.",4.836600998148862,3.87474201090824,49.44710986501021,39.613520731869436,0.0,371.9375,0.6384299540522045,2.6022758473412853,2.986999477520373,30.67,8.1,12.21,3.77
MARUTI,Maruti Suzuki India Ltd,1,Consumer Discretionary,Low-Leverage / Cash-Generative Compounders,"lower leverage, healthier cash conversion, capex-light profile based on cluster medians.",9.50809964894472,13.130031439890594,15.750385351954785,21.720016325578683,0.001389602503619973,117.90721649484536,1.2456257413997627,26.500590572318266,8.363997800617518,20.78,8.26,29.97,1.78
NESTLEIND,Nestle India Ltd,1,Consumer Staples,Low-Leverage / Cash-Generative Compounders,"lower leverage, healthier cash conversion, capex-light profile based on cluster medians.",16.12281708616873,23.829630236943512,117.75449101796407,157.74762550881954,0.10329341317365269,41.186206896551724,1.0615306381896772,50.541888869774645,5.070919078461917,54.96,14.34,15.49,3.85
ONGC,Oil & Natural Gas Corpn Ltd,1,Energy,Low-Leverage / Cash-Generative Compounders,"lower leverage, healthier cash conversion, capex-light profile based on cluster medians.",9.655290194725701,17.388518015001793,16.940398136885513,20.975989850097196,0.45444863084819176,11.361290955463998,1.7383758603176827,40.90047162930909,9.672537521390066,18.15,10.36,11.72,1.11
PIDILITIND,Pidilite Industries Ltd,1,Materials,Low-Leverage / Cash-Generative Compounders,"lower leverage, healthier cash conversion, capex-light profile based on cluster medians.",14.108051360736493,21.868690947266415,20.780302129178065,30.81124132438275,0.045438325205186154,54.333333333333336,1.559244419004007,35.2658788774003,14.285714285714285,36.12,12.3,5.36,1.01
RELIANCE,"Reliance Industries Ltd
",1,Energy,Low-Leverage / Cash-Generative Compounders,"lower leverage, healthier cash conversion, capex-light profile based on cluster medians.",8.789365557299389,18.07459281612296,9.958650553699458,12.974182257168223,0.5784524141094746,7.728912535686478,2.00946595798532,27.820034708119483,12.633572884885117,58.34,3.25,24.96,4.21
MOTHERSON,Samvardhana Motherson International Ltd,1,Consumer Discretionary,Low-Leverage / Cash-Generative Compounders,"lower leverage, healthier cash conversion, capex-light profile based on cluster medians.",3.0600251286831757,9.445547764763102,11.546549416937488,20.231351867526097,0.7616899254444657,5.224737713970182,2.5062913907284767,9.922763355503111,6.732055283102987,9.54,2.38,33.39,2.18
SHREECEM,Shree Cement Ltd,1,Materials,Low-Leverage / Cash-Generative Compounders,"lower leverage, healthier cash conversion, capex-light profile based on cluster medians.",8.445007553238145,22.01647093221578,8.370767521615225,20.206628203408023,0.07998840747717723,19.825581395348838,1.93133294864397,42.69588313413015,6.9099946396374445,25.87,1.21,26.58,3.2
SIEMENS,Siemens Ltd,1,Industrials,Low-Leverage / Cash-Generative Compounders,"lower leverage, healthier cash conversion, capex-light profile based on cluster medians.",12.221223021582734,13.956834532374101,17.698769290877124,19.85162445638271,0.018167610861496385,67.15,0.6144223693892568,37.628865979381445,2.2571942446043165,33.32,9.25,30.88,3.69
SBIN,State Bank of India,1,Financials,Low-Leverage / Cash-Generative Compounders,"lower leverage, healthier cash conversion, capex-light profile based on cluster medians.",15.83441297482405,-13.729168991026642,16.716051794688113,19.47978420417879,0.43491620111731844,0.3660986540179259,0.31105934457817463,-30.110950793571817,0.791458802474561,54.93,2.72,21.53,0.42
SUNPHARMA,Sun Pharmaceuticals Industries Ltd,1,Healthcare,Low-Leverage / Cash-Generative Compounders,"lower leverage, healthier cash conversion, capex-light profile based on cluster medians.",19.815658700538176,26.84289749881436,15.094161810671148,19.446975695015013,0.051423814535002436,58.331932773109244,1.2627471383975026,87.35596865878014,1.5732931933934058,37.9,6.71,21.41,3.88
TCS,Tata Consultancy Services Ltd,1,Information Technology,Low-Leverage / Cash-Generative Compounders,"lower leverage, healthier cash conversion, capex-light profile based on cluster medians.",19.136712150207767,26.690688396923118,50.944313673485176,65.26850065983149,0.0886406082507266,87.09511568123393,0.9617996051975097,78.43256190120692,2.528508507926756,78.69,6.08,29.94,1.62
TATACONSUM,Tata Consumer Products Ltd,1,Consumer Staples,Low-Leverage / Cash-Generative Compounders,"lower leverage, healthier cash conversion, capex-light profile based on cluster medians.",7.9902669998684726,15.020386689464685,7.566793298872766,11.692433705334288,0.21654107242947002,25.32183908045977,1.594238683127572,1.138353765323993,12.567407602262264,54.79,7.14,24.84,1.87
TATAMOTORS,Tata Motors Ltd,1,Consumer Discretionary,Low-Leverage / Cash-Generative Compounders,"lower leverage, healthier cash conversion, capex-light profile based on cluster medians.",7.263066074788551,13.595385542828959,37.45613415294755,30.98033093974399,1.2631244259167667,6.530242339274985,2.135221806520577,75.80536800026874,5.2022250232915,67.07,0.93,15.35,3.65
TATAPOWER,"Tata Power Company Ltd
",1,Energy,Low-Leverage / Cash-Generative Compounders,"lower leverage, healthier cash conversion, capex-light profile based on cluster medians.",6.965125551270159,17.469771680580646,13.227840276919272,12.476029984310536,1.659321300531586,3.054392402331103,2.9429906542056075,33.24639031206335,14.69023092320461,14.5,3.48,12.02,0.49
TECHM,Tech Mahindra Ltd,1,Information Technology,Low-Leverage / Cash-Generative Compounders,"lower leverage, healthier cash conversion, capex-light profile based on cluster medians.",4.60996999769213,8.666051234710363,8.987963553189097,15.428336643155516,0.09512917619708275,13.85969387755102,2.6599916562369628,112.2503328894807,2.5348103700284637,57.4,7.43,7.85,0.64
TITAN,"Titan Company Ltd
",1,Consumer Discretionary,Low-Leverage / Cash-Generative Compounders,"lower leverage, healthier cash conversion, capex-light profile based on cluster medians.",6.843630099444054,10.359408033826638,37.2192057915469,21.23510292524377,1.653145959757266,9.411954765751211,0.4848398169336384,28.458049886621318,0.36997885835095135,10.13,10.51,21.0,3.1
TORNTPHARM,Torrent Pharmaceuticals Ltd,1,Healthcare,Low-Leverage / Cash-Generative Compounders,"lower leverage, healthier cash conversion, capex-light profile based on cluster medians.",15.436241610738255,31.3944817300522,24.154025670945156,30.961573818716676,0.5866394399066511,9.926553672316384,1.9722222222222223,92.2209026128266,1.4914243102162565,46.4,6.43,27.93,1.22
TRENT,Trent Ltd,1,Consumer Discretionary,Low-Leverage / Cash-Generative Compounders,"lower leverage, healthier cash conversion, capex-light profile based on cluster medians.",11.935353535353535,15.927272727272726,36.30776794493609,33.86016148428105,0.4309242871189774,8.043478260869565,0.913337846987136,42.668696093353624,4.105050505050505,8.65,11.82,34.65,3.46
CIPLA,"Cipla Ltd
",2,Healthcare,Capital-Efficient Premium Compounders,"lower leverage, weaker cash conversion, capex-heavy profile based on cluster medians.",16.11701714906495,75.59168153953597,15.554557028383135,71.45791307537137,0.020931625851868495,35.33876811594203,0.9951853635050554,5.912847097469589,11.569799022270505,59.75,5.93,33.7,0.12
COALINDIA,Coal India Ltd,2,Materials,Capital-Efficient Premium Compounders,"lower leverage, weaker cash conversion, capex-heavy profile based on cluster medians.",26.25628846856468,66.29380849329698,45.16982956605826,105.7129732333927,0.0788468512027076,11.24178180085755,0.48443897348069254,14.432126505002543,3.151963126387679,34.27,14.75,25.15,4.38
HDFCLIFE,HDFC Life Insurance Company Ltd,2,Financials,Capital-Efficient Premium Compounders,"lower leverage, weaker cash conversion, capex-heavy profile based on cluster medians.",1.5510139729213062,99.47675449833469,10.732306013909723,646.4587602459017,0.06477567162143734,192.2895238095238,6.81130876747141,-2.865746748422502,13.41518692970182,50.59,11.28,31.63,3.22
HEROMOTOCO,"Hero MotoCorp Ltd
",2,Consumer Discretionary,Capital-Efficient Premium Compounders,"lower leverage, weaker cash conversion, capex-heavy profile based on cluster medians.",9.902352536452407,86.14676228532112,21.14243742584327,177.84211963944279,0.03423922255494661,47.268505079825836,1.3156066274719402,9.507280211341156,4.8373865410569215,53.86,12.6,28.27,1.91
HINDALCO,Hindalco Industries Ltd,2,Materials,Capital-Efficient Premium Compounders,"lower leverage, weaker cash conversion, capex-heavy profile based on cluster medians.",4.702216130615571,88.94620349876368,9.567011474761177,118.20777590429657,0.5309290976579428,126.46543778801843,2.368882323978336,5.096048727159144,6.6062548040859035,56.45,9.32,27.63,0.98
HINDUNILVR,"Hindustan Unilever Ltd
",2,Consumer Staples,Capital-Efficient Premium Compounders,"lower leverage, weaker cash conversion, capex-heavy profile based on cluster medians.",16.611735814915342,76.31672482874498,20.074973642078955,89.63037455884027,0.028974188761763442,57.847001223990205,1.504473837774752,21.476808434066516,8.601525138942742,34.51,11.88,7.52,4.32
ICICIGI,ICICI Lombard General Insurance Company Ltd,2,Financials,Capital-Efficient Premium Compounders,"lower leverage, weaker cash conversion, capex-heavy profile based on cluster medians.",9.366915605017816,87.42129155073948,15.7230643179025,146.3235294117647,0.0028676771814829987,160.02678571428572,1.2542991141219386,2.7135678391959797,9.37667789329819,49.0,7.86,36.96,3.46
INDIGO,Interglobe Aviation Ltd,2,Consumer Discretionary,Capital-Efficient Premium Compounders,"lower leverage, weaker cash conversion, capex-heavy profile based on cluster medians.",11.852722628584697,76.29890862649484,892.568306010929,5640.87982832618,0.018579234972677595,22.612639724849526,2.5937308681278317,17.92555113841706,17.065772669220944,76.23,7.87,24.64,4.27
BAJFINANCE,Bajaj Finance Ltd,3,Financials,Leverage-Heavy / Weak Cash Conversion,"higher leverage, weaker cash conversion, capex-light profile based on cluster medians.",26.287928399912687,29.285818234737686,18.841921351830603,4.350587230638684,3.824788776468134,2689.1666666666665,-5.034945678499758,-496.49667681222434,13.044822818889617,69.2,4.11,15.96,0.27
BAJAJFINSV,Bajaj Finserv Ltd,3,Financials,Leverage-Heavy / Weak Cash Conversion,"higher leverage, weaker cash conversion, capex-light profile based on cluster medians.",14.128209309488865,37.04045949520755,25.850351412279537,11.706431579821395,4.789368120938867,2.197130112323319,-4.403590894517474,-194.77082619967717,9.929155115870342,15.07,6.08,39.72,2.56
BHEL,"Bharat Heavy Electricals Limited
",3,Industrials,Leverage-Heavy / Weak Cash Conversion,"higher leverage, weaker cash conversion, capex-light profile based on cluster medians.",1.180262001423011,2.9757669610346125,1.1539405843358703,2.1355199134979275,0.36238644733611586,1.5929951690821256,-13.166666666666666,-335.0210970464135,5.570669233666764,29.8,11.43,21.59,4.04
CHOLAFIN,Cholamandalam Investment & Finance Company Ltd,3,Financials,Leverage-Heavy / Weak Cash Conversion,"higher leverage, weaker cash conversion, capex-light profile based on cluster medians.",17.846892448990243,28.10102802275218,17.455213596692694,3.495209907313654,6.863420609401317,21.211764705882352,-10.433625730994152,-715.6545961002786,14.898502322183374,16.79,10.36,13.52,2.83
GODREJCP,Godrej Consumer Products Ltd,3,Consumer Staples,Leverage-Heavy / Weak Cash Conversion,"higher leverage, weaker cash conversion, capex-light profile based on cluster medians.",-3.9798524404086266,20.977582292849036,-4.45308779171297,18.691529709228824,0.2557548817272583,2.412903225806452,-3.6898395721925135,-46.16165032127156,24.36861520998865,33.59,8.07,23.55,3.09
GRASIM,Grasim Industries Ltd,3,Industrials,Leverage-Heavy / Weak Cash Conversion,"higher leverage, weaker cash conversion, capex-light profile based on cluster medians.",7.578371940325857,20.763028905617738,11.196462612658342,12.043417416566287,1.5470993649397087,3.015845639754231,-1.0798911948418295,-124.40889869461299,17.647238467528897,79.35,5.68,15.23,0.98
ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,3,Financials,Leverage-Heavy / Weak Cash Conversion,"higher leverage, weaker cash conversion, capex-light profile based on cluster medians.",0.942341125272681,102.02531365231931,7.732848705134029,754.9037279803359,0.10904134484325306,31.021548821548823,-8.595769682726205,0.11396196926282887,8.216417331989769,20.83,12.38,22.57,0.35
M&M,"Mahindra & Mahindra Ltd
",3,Consumer Discretionary,Leverage-Heavy / Weak Cash Conversion,"higher leverage, weaker cash conversion, capex-light profile based on cluster medians.",8.82238743726542,17.89787025985418,18.537543435564285,14.237260991666522,1.6414413053331318,3.7646901709401708,-0.4588427057864711,-45.17515667684396,4.0373028084959515,14.22,0.81,29.08,2.37
PNB,Punjab National Bank,3,Financials,Leverage-Heavy / Weak Cash Conversion,"higher leverage, weaker cash conversion, capex-light profile based on cluster medians.",8.395910695456838,25.833656455990695,61.320565191187306,19.47978420417879,3.684256345007701,11.355507351168956,-3.0511084416293546,19.17352477674663,1.3808279466373263,19.29,10.91,23.64,1.32
SHRIRAMFIN,"Shriram Finance Ltd
",3,Financials,Leverage-Heavy / Weak Cash Conversion,"higher leverage, weaker cash conversion, capex-light profile based on cluster medians.",20.333626470264925,28.918874354182698,15.116350338120824,4.304889074344531,3.994034363699512,0.6766743648960739,-4.203405865657522,-298.0043713769838,0.7090249532813014,68.53,7.91,28.82,1.86
TVSMOTOR,TVS Motor Company Ltd,3,Consumer Discretionary,Leverage-Heavy / Weak Cash Conversion,"higher leverage, weaker cash conversion, capex-light profile based on cluster medians.",4.544641716694342,14.050325712096054,26.223466981132077,16.773406526379993,3.833431603773585,2.9076763485477177,-0.7043282743114109,-40.98181818181818,2.557159279601482,46.1,5.62,7.1,3.07
TATASTEEL,"Tata Steel Ltd
",3,Materials,Leverage-Heavy / Weak Cash Conversion,"higher leverage, weaker cash conversion, capex-light profile based on cluster medians.",-2.1425049417247384,9.70803461170916,-5.334926929972293,12.42093156986774,0.9461835171402184,2.1634256792754396,-4.134623217922607,27.184466019417474,6.219373306395661,48.97,9.23,38.87,1.0
ADANIENSOL,Adani Energy Solutions Ltd,4,Energy,Capital-Intensive Profit Reinvestment,"higher leverage, healthier cash conversion, capex-heavy profile based on cluster medians.",7.201782380923707,34.38911302462817,9.461276797721698,11.488402969161756,2.93252116130053,2.284784965666787,5.048494983277592,19.17352477674663,29.764557114469802,58.5,9.05,14.83,1.65
ADANIENT,Adani Enterprises Ltd,4,Industrials,Capital-Intensive Profit Reinvestment,"higher leverage, healthier cash conversion, capex-heavy profile based on cluster medians.",3.458790097592848,11.799296833677312,8.534650424813185,10.89897112639626,1.671358378544375,2.7492864983534577,3.0920539730134933,-74.31660367407929,19.463602327293845,58.87,10.41,33.01,0.83
ADANIPORTS,"Adani Ports & Special Economic Zone Ltd
",4,Industrials,Capital-Intensive Profit Reinvestment,"higher leverage, healthier cash conversion, capex-heavy profile based on cluster medians.",30.339560480700833,58.36172363445772,15.3548827162833,15.246263985603631,0.9373223691689719,5.949506037321624,1.8531589338598222,52.92193213163128,25.337875781513237,48.9,2.31,31.76,1.16
